Player,Birth Year,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year_start,Year_end,Length,HOF
Buck Williams,1961.0,1307.0,1140.0,42464.0,6404.0,11661.0,0.5491810307863819,5.0,30.0,0.16666666666666666,6399.0,11631.0,0.5501676554036626,0.5493954206328788,3971.0,5979.0,0.6641578859341027,4526.0,8491.0,13017.0,1646.0,1080.0,1100.0,2784.0,4267.0,16784.0,15.341458647324794,0.5871915005569642,0.002572678157962439,0.5127347568819141,11.82900339110776,22.742857479276562,17.20396571213263,5.451782686510927,1.2300960813865862,1.596069611906556,16.141995572720422,16.402522136397888,58.3,61.8,120.1,0.135663715146948,-0.08360258100979655,1.3285795026375282,1.2504168236623963,34.69999999999999,1982.0,1998.0,17.0,0
Buddy Hield,1994.0,82.0,55.0,1888.0,327.0,768.0,0.42578125,148.0,379.0,0.39050131926121373,179.0,389.0,0.4601542416452442,0.5221354166666666,64.0,76.0,0.8421052631578947,35.0,234.0,269.0,121.0,38.0,9.0,101.0,115.0,866.0,11.8,0.5402775004991016,0.4934895833333333,0.09895833333333333,2.0,13.5,7.8,10.3,1.0,0.4,11.2,21.4,0.0,1.3,1.3,0.032,-0.9,-1.9,-2.8,-0.4,2017.0,2017.0,1.0,0
Butch Carter,1959.0,307.0,93.0,6142.0,1176.0,2470.0,0.4761133603238866,51.0,166.0,0.3072289156626506,1125.0,2304.0,0.48828125,0.4864372469635628,433.0,543.0,0.7974217311233885,200.0,281.0,481.0,631.0,298.0,42.0,429.0,693.0,2836.0,12.908791924454572,0.5234558421806477,0.06720647773279352,0.21983805668016193,3.5226147834581574,5.194252686421361,4.301644415499838,14.789042657114948,2.28765874308043,0.38769130576359495,13.629648323021815,20.818984044285248,3.1999999999999997,4.4,7.6000000000000005,0.059300390752197986,-0.7783458156952133,-1.4538912406382285,-2.265532399869749,-0.5,1981.0,1986.0,6.0,0
Butch Graves,1962.0,4.0,0.0,11.0,2.0,6.0,0.3333333333333333,0.0,1.0,0.0,2.0,5.0,0.4,0.3333333333333333,1.0,5.0,0.2,0.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,5.0,-0.8,0.30487804878048785,0.16666666666666666,0.8333333333333334,0.0,19.7,9.8,13.1,4.3,0.0,10.9,33.6,-0.1,0.0,-0.1,-0.243,-9.6,-0.9,-10.4,0.0,1985.0,1985.0,1.0,0
Byron Dinkins,1968.0,45.0,0.0,511.0,58.0,143.0,0.40559440559440557,1.0,9.0,0.1111111111111111,57.0,134.0,0.4253731343283582,0.4090909090909091,34.0,39.0,0.8717948717948718,13.0,39.0,52.0,94.0,21.0,2.0,50.0,45.0,151.0,9.063013698630137,0.4714035964035964,0.06293706293706294,0.2727272727272727,2.7628180039138943,7.933268101761253,5.420939334637964,24.180039138943247,1.975146771037182,0.21252446183953033,23.8706457925636,16.779452054794522,-0.4,0.6,0.3,0.027545988258317024,-4.428962818003915,-0.7790606653620352,-5.20802348336595,-0.4,1990.0,1991.0,2.0,0
Byron Houston,1970.0,214.0,10.0,2674.0,307.0,673.0,0.4561664190193165,10.0,39.0,0.2564102564102564,297.0,634.0,0.46845425867507884,0.4635958395245171,211.0,312.0,0.6762820512820513,237.0,411.0,648.0,114.0,103.0,86.0,173.0,543.0,835.0,10.16282722513089,0.5152539862763489,0.05794947994056464,0.4635958395245171,9.9565445026178,17.07314884068811,13.535527299925207,5.66507105459985,1.8818249813014207,2.0538519072550487,17.92565445026178,15.271877337322364,0.8,3.0999999999999996,3.9000000000000004,0.06944727000747944,-2.832086761406133,0.4422587883320867,-2.4374719521316384,-0.30000000000000004,1993.0,1996.0,4.0,0
Byron Irvin,1967.0,87.0,8.0,849.0,165.0,350.0,0.4714285714285714,7.0,20.0,0.35,158.0,330.0,0.47878787878787876,0.48142857142857143,114.0,158.0,0.7215189873417721,56.0,67.0,123.0,73.0,44.0,3.0,59.0,77.0,451.0,15.983863368669022,0.5375190694126621,0.05714285714285714,0.4514285714285714,7.14263839811543,8.677856301531213,7.88150765606596,12.488810365135453,2.4663133097762073,0.20636042402826857,12.252296819787986,22.731802120141342,1.2,1.0,2.1,0.12071613663133096,-0.06643109540636044,-0.9351001177856302,-1.0015312131919907,0.20000000000000004,1990.0,1993.0,4.0,0
Byron Mullens,1990.0,189.0,66.0,3446.0,557.0,1366.0,0.40775988286969256,111.0,348.0,0.31896551724137934,446.0,1018.0,0.4381139489194499,0.44838945827232796,173.0,245.0,0.7061224489795919,200.0,590.0,790.0,153.0,74.0,98.0,187.0,335.0,1398.0,12.258821822402783,0.47428416338716245,0.2547584187408492,0.17935578330893118,6.443035403366222,20.11485780615206,13.062768427161927,8.08006384213581,1.1130005803830527,2.167672663958212,11.28943702843877,21.92298316889147,-1.4,1.9,0.5,0.00790191526407429,-2.818282066163668,-1.7844457341845616,-4.60272780034823,-2.2,2010.0,2014.0,5.0,0
Byron Scott,1962.0,1073.0,717.0,30152.0,5918.0,12268.0,0.4823932181284643,775.0,2093.0,0.37028189202102246,5143.0,10175.0,0.5054545454545455,0.5139794587544833,2486.0,2985.0,0.8328308207705193,677.0,2310.0,2987.0,2729.0,1224.0,276.0,1597.0,2051.0,15097.0,15.531613159989387,0.5557968986996923,0.17060645582001957,0.24331594391913922,2.672340143274078,8.440574422923852,5.654729371185992,13.420771424781108,2.0023215707084105,0.5657833642876094,10.447320244096579,21.33831254974794,46.7,28.4,75.3,0.1196830724330061,1.1819945608914828,-0.7398149376492439,0.4605598301936854,18.8,1984.0,1997.0,14.0,0
C.J. McCollum,1992.0,260.0,163.0,7025.0,1566.0,3415.0,0.4585651537335286,467.0,1131.0,0.41290893015030944,1099.0,2284.0,0.48117338003502624,0.5269399707174232,529.0,627.0,0.8437001594896332,128.0,561.0,689.0,717.0,226.0,75.0,451.0,523.0,4128.0,17.348996441281137,0.5592162302757065,0.33118594436310395,0.183601756954612,1.9975516014234875,8.719188612099645,5.345508896797153,17.727985765124554,1.6103487544483988,0.8184768683274021,10.990918149466193,25.924967971530247,11.100000000000001,4.5,15.6,0.10690918149466193,2.1050533807829184,-1.8441423487544484,0.18153736654804273,3.8,2014.0,2017.0,4.0,0
C.J. Miles,1988.0,715.0,299.0,14928.0,2525.0,6047.0,0.4175624276500744,1008.0,2795.0,0.36064400715563505,1517.0,3252.0,0.4664821648216482,0.5009095419216141,948.0,1175.0,0.8068085106382978,328.0,1424.0,1752.0,811.0,528.0,214.0,651.0,1564.0,7006.0,13.323867899249732,0.5336684948202316,0.4622126674383992,0.19431122870845047,2.5648847802786707,11.021952036441586,6.761696141479099,8.848224812433012,1.8352558949624866,1.1644158628081458,9.03288451232583,21.731745712754556,12.7,13.7,26.3,0.0850008038585209,0.5907623258306538,-1.526359860664523,-0.897561629153269,4.2,2006.0,2017.0,12.0,0
C.J. Watson,1985.0,600.0,104.0,12093.0,1516.0,3617.0,0.41913187724633677,471.0,1263.0,0.37292161520190026,1045.0,2354.0,0.4439252336448598,0.484241083771081,841.0,1036.0,0.8117760617760618,218.0,938.0,1156.0,1485.0,559.0,67.0,650.0,894.0,4344.0,13.102075580914581,0.5332888107561309,0.3491844069670998,0.2864252142659663,2.033986603820392,8.652691639791616,5.347076821301579,18.712966178781116,2.3533779872653606,0.41289175556106844,13.6391135367568,17.404878855536264,12.399999999999999,11.600000000000001,24.0,0.09551757214917721,-0.08898536343339121,-0.5775241875465145,-0.6768295708260978,3.9999999999999996,2008.0,2017.0,10.0,0
C.J. Wilcox,1991.0,66.0,0.0,376.0,50.0,135.0,0.37037037037037035,19.0,57.0,0.3333333333333333,31.0,78.0,0.3974358974358974,0.44074074074074077,13.0,16.0,0.8125,6.0,25.0,31.0,30.0,15.0,4.0,18.0,30.0,132.0,8.845744680851064,0.4646578428611659,0.4222222222222222,0.11851851851851852,1.726595744680851,7.283510638297873,4.5031914893617015,11.850531914893617,1.9938829787234045,0.8156914893617022,11.244148936170212,19.073404255319147,-0.2,0.30000000000000004,0.09999999999999998,0.007231382978723412,-3.4196808510638297,-1.7569148936170216,-5.176595744680851,-0.30000000000000004,2015.0,2017.0,3.0,0
Cal Bowdler,1978.0,142.0,0.0,1383.0,163.0,403.0,0.4044665012406948,2.0,11.0,0.18181818181818182,161.0,392.0,0.4107142857142857,0.40694789081885857,96.0,125.0,0.768,90.0,182.0,272.0,29.0,42.0,45.0,43.0,155.0,424.0,11.318872017353579,0.462882096069869,0.02729528535980149,0.31017369727047145,7.286767895878525,14.772885032537962,10.981561822125814,3.3475054229934926,1.5763557483731019,2.31648590021692,8.550542299349242,16.22885032537961,0.6,1.2,1.7,0.061088937093275494,-3.772668112798265,-0.8657266811279826,-4.680694143167028,-1.0,2000.0,2002.0,3.0,0
Calbert Cheaney,1972.0,825.0,498.0,22007.0,3366.0,7227.0,0.4657534246575342,204.0,684.0,0.2982456140350877,3162.0,6543.0,0.4832645575424117,0.47986716479867164,890.0,1288.0,0.6909937888198758,732.0,1878.0,2610.0,1398.0,659.0,198.0,994.0,2074.0,7826.0,11.028649975007951,0.5020708981077072,0.09464508094645081,0.1782205617822056,3.798091516335711,9.987299495615032,6.852528740855183,10.31345026582451,1.5678556822829097,0.6603853319398374,11.423715181533147,17.798395964920253,9.199999999999996,13.8,23.3,0.05050574817103649,-1.5894578997591675,-0.5572317898850365,-2.124187758440496,-0.6000000000000002,1994.0,2006.0,13.0,0
Caldwell Jones,1951.0,667.0,409.0,15234.0,1418.0,2958.0,0.4793779580797836,2.0,29.0,0.06896551724137931,1416.0,2929.0,0.48344144759303515,0.47971602434077076,926.0,1163.0,0.7962166809974205,1091.0,2826.0,3917.0,726.0,276.0,737.0,926.0,2073.0,3764.0,9.717369042930288,0.5424068800940709,0.00980392156862745,0.3931710615280595,7.884869371143496,20.457857424182748,14.179539188656952,5.9148746225548114,0.8473480372850204,2.7396087698568987,21.521747407115665,11.555520546146775,4.5,18.1,22.400000000000002,0.07074786661415254,-2.786845214651438,1.8435867139293682,-0.9455625574373113,4.0,1977.0,1990.0,14.0,0
Calvin Booth,1977.0,366.0,83.0,4477.0,472.0,1047.0,0.45081184336198665,2.0,9.0,0.2222222222222222,470.0,1038.0,0.4527938342967245,0.45176695319961796,244.0,326.0,0.7484662576687117,316.0,694.0,1010.0,151.0,101.0,358.0,180.0,678.0,1190.0,12.38863077953987,0.4998151943819092,0.008595988538681949,0.3113658070678128,8.202389993299084,18.14293053383963,13.158387312932767,5.238641947732857,1.191244136698682,5.964574491847219,12.963636363636363,13.932052713870895,2.9999999999999996,5.199999999999999,8.1,0.08588005360732633,-3.3516863971409427,2.0378155014518655,-1.301094482912665,0.7000000000000001,2000.0,2009.0,10.0,0
Calvin Garrett,1957.0,96.0,22.0,1370.0,187.0,405.0,0.4617283950617284,5.0,17.0,0.29411764705882354,182.0,388.0,0.4690721649484536,0.4679012345679012,49.0,67.0,0.7313432835820896,54.0,118.0,172.0,110.0,44.0,8.0,75.0,160.0,428.0,8.978394160583942,0.4925428097956177,0.04197530864197531,0.1654320987654321,4.478540145985401,9.535036496350365,7.024087591240876,10.356350364963502,1.545985401459854,0.32029197080291977,14.46963503649635,15.105839416058394,0.3,1.0,1.2,0.04298394160583942,-2.477956204379562,-0.6554744525547446,-3.1334306569343062,-0.4,1981.0,1984.0,4.0,0
Calvin Murphy,1949.0,128.0,0.0,2627.0,614.0,1402.0,0.43794579172610554,5.0,30.0,0.16666666666666666,609.0,1372.0,0.44387755102040816,0.4397289586305278,238.0,260.0,0.9153846153846154,54.0,81.0,135.0,321.0,102.0,5.0,171.0,305.0,1471.0,14.066692044156833,0.4850303350039567,0.021398002853067047,0.18544935805991442,2.125009516558812,3.520822230681386,2.8,19.299961933764752,1.854168252759802,0.10833650551960412,10.120822230681386,25.95831747240198,2.0,1.0,2.9000000000000004,0.05316673011039207,-0.4499809668823754,-3.645831747240198,-4.049980966882375,-1.3,1971.0,1983.0,13.0,1
Calvin Natt,1957.0,447.0,371.0,13850.0,2986.0,5488.0,0.5440962099125365,9.0,56.0,0.16071428571428573,2977.0,5432.0,0.5480486008836525,0.5449161807580175,1763.0,2252.0,0.7828596802841918,982.0,1966.0,2948.0,978.0,350.0,139.0,895.0,993.0,7744.0,18.63067870036101,0.5976341589904427,0.01020408163265306,0.4103498542274053,7.66956678700361,16.091436823104694,11.755797833935016,9.946779783393504,1.155321299638989,0.5866209386281588,12.234534296028881,21.06783393501805,33.4,12.6,45.7,0.15899451263537906,2.2642960288808665,-0.6769097472924188,1.6272202166064982,12.599999999999998,1980.0,1990.0,11.0,0
Cameron Bairstow,1991.0,36.0,3.0,167.0,16.0,54.0,0.2962962962962963,1.0,5.0,0.2,15.0,49.0,0.30612244897959184,0.3055555555555556,11.0,13.0,0.8461538461538461,10.0,26.0,36.0,7.0,4.0,4.0,7.0,27.0,44.0,4.99880239520958,0.3683858004018754,0.09259259259259259,0.24074074074074073,6.614371257485029,16.067065868263473,11.425748502994013,6.208982035928143,1.2299401197604791,1.7167664670658684,11.159281437125747,17.694011976047904,-0.2,0.1,-0.1,-0.020862275449101797,-6.823353293413174,-0.8766467065868264,-7.7,-0.2,2015.0,2016.0,2.0,0
Cameron Payne,1995.0,88.0,1.0,1160.0,178.0,471.0,0.37791932059447986,63.0,197.0,0.3197969543147208,115.0,274.0,0.4197080291970803,0.4447983014861996,24.0,32.0,0.75,12.0,121.0,133.0,163.0,50.0,11.0,73.0,132.0,443.0,9.992586206896553,0.45662571122289103,0.4182590233545648,0.06794055201698514,1.1813793103448276,11.000862068965517,6.241551724137931,20.58827586206897,2.161896551724138,0.7796551724137931,13.080517241379312,20.538965517241376,-0.20000000000000007,1.2000000000000002,1.0999999999999999,0.04241896551724139,-2.152413793103448,-1.3779310344827587,-3.530344827586207,-0.5,2016.0,2017.0,2.0,0
Campy Russell,1952.0,80.0,63.0,2382.0,412.0,865.0,0.47630057803468207,25.0,58.0,0.43103448275862066,387.0,807.0,0.4795539033457249,0.4907514450867052,230.0,297.0,0.7744107744107744,86.0,155.0,241.0,287.0,77.0,12.0,200.0,224.0,1079.0,13.139798488664987,0.541840752048851,0.06705202312138728,0.34335260115606936,4.0586901763224175,7.552141057934509,5.756423173803527,16.887909319899244,1.5838790931989926,0.2969773299748111,16.711586901763223,20.716120906801006,1.9,1.2,3.1,0.06285642317380354,-0.02896725440806043,-1.296977329974811,-1.2269521410579347,0.4,1975.0,1985.0,11.0,0
Carey Scurry,1963.0,180.0,5.0,2376.0,320.0,666.0,0.4804804804804805,8.0,32.0,0.25,312.0,634.0,0.4921135646687697,0.4864864864864865,199.0,299.0,0.6655518394648829,224.0,300.0,524.0,192.0,182.0,143.0,195.0,376.0,847.0,14.119781144781145,0.5309945333266463,0.04804804804804805,0.44894894894894893,10.154671717171718,13.362037037037037,11.792508417508417,10.85357744107744,3.5780723905723906,3.4277777777777776,19.948905723905725,16.83497474747475,0.39999999999999997,4.800000000000001,5.300000000000001,0.10682870370370372,-1.3518097643097644,4.3322811447811445,2.9487794612794613,2.9000000000000004,1986.0,1988.0,3.0,0
Caris LeVert,1995.0,57.0,26.0,1237.0,171.0,380.0,0.45,59.0,184.0,0.32065217391304346,112.0,196.0,0.5714285714285714,0.5276315789473685,67.0,93.0,0.7204301075268817,23.0,165.0,188.0,110.0,49.0,8.0,59.0,91.0,468.0,12.2,0.5559251164116696,0.4842105263157895,0.24473684210526317,2.0,13.899999999999999,8.0,13.699999999999998,1.8999999999999997,0.5,12.3,16.6,0.8,1.0,1.8,0.07,-0.7,-0.4,-1.1,0.3,2017.0,2017.0,1.0,0
Carl Bailey,1959.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,17.6,0.0,0.0,0.0,-0.268,-10.3,-3.3,-13.6,0.0,1982.0,1982.0,1.0,0
Carl Henry,1961.0,28.0,0.0,149.0,31.0,67.0,0.4626865671641791,4.0,10.0,0.4,27.0,57.0,0.47368421052631576,0.4925373134328358,12.0,17.0,0.7058823529411765,8.0,11.0,19.0,4.0,5.0,0.0,9.0,11.0,78.0,12.5,0.5236305048335124,0.14925373134328357,0.2537313432835821,6.1,8.3,7.199999999999999,3.9000000000000004,1.6,0.0,10.8,22.7,0.1,0.1,0.2,0.049,-2.0,-3.7999999999999994,-5.8,-0.1,1986.0,1986.0,1.0,0
Carl Herrera,1967.0,465.0,110.0,8042.0,1039.0,2183.0,0.47595052679798444,2.0,14.0,0.14285714285714285,1037.0,2169.0,0.4781005071461503,0.4764086120018323,401.0,624.0,0.6426282051282052,577.0,1113.0,1690.0,261.0,237.0,204.0,447.0,935.0,2481.0,10.527953245461328,0.5047689578280896,0.00641319285387082,0.2858451672010994,8.480676448644617,15.386856503357375,12.044155682666004,4.980415319572246,1.5477617508082564,1.7538671972146234,15.470057199701568,16.264312360109425,-5.551115123125783e-17,9.0,8.899999999999999,0.05358642128823676,-3.5488187018154687,0.25397910967421045,-3.26296941059438,-2.5,1992.0,1999.0,8.0,0
Carl Landry,1984.0,513.0,93.0,11524.0,2086.0,3898.0,0.5351462288353002,9.0,30.0,0.3,2077.0,3868.0,0.5369700103412617,0.5363006670087225,1360.0,1732.0,0.7852193995381063,994.0,1539.0,2533.0,355.0,216.0,203.0,603.0,1208.0,5541.0,17.523299201666084,0.5945176906834218,0.007696254489481785,0.44433042585941507,9.906942034015966,15.108443248871918,12.536367580701146,5.314317945157931,0.9374783061437001,1.3277160708087468,11.48339986115932,20.543361679972232,25.700000000000003,10.100000000000001,35.8,0.14925572717806318,0.028635890315862566,-1.1373915307185005,-1.11248698368622,2.6000000000000005,2008.0,2016.0,9.0,0
Carl Nicks,1959.0,89.0,3.0,1470.0,278.0,614.0,0.4527687296416938,0.0,6.0,0.0,278.0,608.0,0.45723684210526316,0.4527687296416938,96.0,167.0,0.5748502994011976,75.0,112.0,187.0,100.0,72.0,4.0,112.0,201.0,652.0,10.661088435374149,0.4741956129632862,0.009771986970684038,0.2719869706840391,5.460408163265306,8.444353741496599,6.852380952380952,9.341632653061223,2.269795918367347,0.17986394557823132,14.020136054421767,21.910068027210883,-0.8,0.6,-0.19999999999999998,-0.005771428571428572,-2.769795918367347,-1.9993197278911568,-4.769115646258504,-1.1,1981.0,1983.0,3.0,0
Carl Thomas,1970.0,63.0,0.0,534.0,70.0,176.0,0.3977272727272727,23.0,73.0,0.3150684931506849,47.0,103.0,0.4563106796116505,0.4630681818181818,18.0,28.0,0.6428571428571429,13.0,47.0,60.0,28.0,24.0,8.0,25.0,49.0,181.0,10.292696629213484,0.48056499575191164,0.4147727272727273,0.1590909090909091,2.8749063670411985,10.776779026217229,6.8513108614232205,9.228277153558052,2.3833333333333333,1.1303370786516855,11.794569288389512,18.22041198501873,0.0,0.7,0.7,0.0580430711610487,-2.452059925093633,-0.50187265917603,-2.953932584269663,-0.2,1992.0,1998.0,7.0,0
Carldell Johnson,1983.0,15.0,0.0,119.0,11.0,35.0,0.3142857142857143,4.0,15.0,0.26666666666666666,7.0,20.0,0.35,0.37142857142857144,1.0,3.0,0.3333333333333333,1.0,8.0,9.0,22.0,8.0,0.0,7.0,11.0,27.0,8.9,0.3716960352422907,0.42857142857142855,0.08571428571428572,1.0,7.9,4.5,29.4,3.7,0.0,16.2,17.2,-0.1,0.1,0.0,-0.003,-3.2,-1.3,-4.5,-0.1,2012.0,2012.0,1.0,0
Carlos Arroyo,1980.0,569.0,191.0,10651.0,1431.0,3269.0,0.43774854695625576,137.0,405.0,0.33827160493827163,1294.0,2864.0,0.4518156424581006,0.45870296726827775,771.0,956.0,0.8064853556485355,210.0,755.0,965.0,1761.0,290.0,26.0,680.0,874.0,3770.0,13.383870059149377,0.5108899513231643,0.12389109819516672,0.29244417252982563,2.3800300441273117,8.417040653459768,5.435001408318468,27.983879447939167,1.462848558820768,0.18229274246549618,15.44721622382875,19.095793822176322,11.3,8.6,20.099999999999998,0.09076687634963852,-0.6260538916533658,-1.7538071542578162,-2.3833442869214156,-1.0,2002.0,2011.0,10.0,0
Carlos Boozer,1982.0,861.0,775.0,26901.0,5847.0,11221.0,0.5210765528918991,1.0,14.0,0.07142857142857142,5846.0,11207.0,0.5216382618006603,0.5211211122003386,2281.0,3158.0,0.7222925902469918,2037.0,6155.0,8192.0,1928.0,765.0,346.0,1824.0,2612.0,13976.0,19.459477342849706,0.5541405112556818,0.0012476606363069245,0.28143659210409055,8.83726627262927,26.60199620831939,17.74674919147987,13.219835693840379,1.4877327980372477,0.9847961042340433,12.607739489238318,24.255834355600165,40.699999999999996,39.699999999999996,80.2,0.14309646481543437,0.4193747444332923,0.83057135422475,1.2499460986580426,22.099999999999998,2003.0,2015.0,13.0,0
Carlos Clark,1961.0,93.0,3.0,689.0,83.0,204.0,0.4068627450980392,0.0,7.0,0.0,83.0,197.0,0.4213197969543147,0.4068627450980392,57.0,71.0,0.8028169014084507,36.0,50.0,86.0,65.0,43.0,3.0,54.0,79.0,223.0,9.489840348330913,0.4739840163237544,0.03431372549019608,0.3480392156862745,6.0921625544267055,7.702757619738752,6.947460087082729,11.66400580551524,2.918432510885341,0.23686502177068217,18.82075471698113,17.18243831640058,-0.30000000000000004,0.8999999999999999,0.6,0.04473730043541364,-3.0815674891146587,0.2709724238026125,-2.8105950653120466,-0.1,1984.0,1985.0,2.0,0
Carlos Delfino,1983.0,507.0,170.0,11580.0,1472.0,3669.0,0.4011992368492777,678.0,1856.0,0.36530172413793105,794.0,1813.0,0.4379481522338665,0.4935949850095394,493.0,650.0,0.7584615384615384,287.0,1528.0,1815.0,887.0,461.0,88.0,509.0,827.0,4115.0,12.616588946459414,0.5202275600505689,0.505859907331698,0.17715998909784683,2.832685664939551,15.509853195164075,9.060284974093264,12.044516407599309,2.081018998272884,0.5935578583765112,11.467720207253887,17.69692573402418,7.2,15.399999999999999,22.599999999999998,0.09369939550949914,0.056563039723661446,0.7076165803108809,0.754697754749568,8.1,2005.0,2013.0,9.0,0
Carlos Rogers,1972.0,298.0,55.0,5654.0,888.0,1658.0,0.5355850422195416,32.0,124.0,0.25806451612903225,856.0,1534.0,0.5580182529335072,0.5452352231604343,388.0,690.0,0.5623188405797102,503.0,769.0,1272.0,182.0,128.0,235.0,297.0,515.0,2196.0,15.370251149628581,0.5597471451876019,0.07478890229191798,0.4161640530759952,10.158012026883622,15.582507958967103,12.849115670321895,5.319985850725151,1.1682525645560666,3.0236116024053765,12.88172974885037,17.54354439334984,6.999999999999999,4.0,11.0,0.09473452423063318,-1.2341704987619386,-0.616377785638486,-1.857516802263884,0.30000000000000004,1995.0,2002.0,8.0,0
Carlos Terry,1957.0,68.0,3.0,574.0,42.0,121.0,0.34710743801652894,0.0,5.0,0.0,42.0,116.0,0.3620689655172414,0.34710743801652894,13.0,19.0,0.6842105263157895,32.0,79.0,111.0,54.0,27.0,14.0,25.0,94.0,97.0,7.398257839721255,0.37492269635126785,0.04132231404958678,0.15702479338842976,6.165853658536585,15.365505226480835,10.720905923344947,12.291289198606274,2.3104529616724734,1.4372822299651569,15.925783972125435,11.170383275261322,-0.4,1.1,0.7000000000000001,0.05945644599303136,-4.667247386759582,3.2059233449477347,-1.3717770034843206,0.1,1981.0,1983.0,3.0,0
Carlton McKinney,1965.0,9.0,0.0,113.0,10.0,41.0,0.24390243902439024,0.0,1.0,0.0,10.0,40.0,0.25,0.24390243902439024,2.0,4.0,0.5,4.0,9.0,13.0,7.0,6.0,1.0,7.0,16.0,22.0,-0.16460176991150444,0.25724976613657624,0.024390243902439025,0.0975609756097561,4.1415929203539825,9.010619469026548,6.584070796460177,8.099115044247789,2.5769911504424776,0.552212389380531,15.830088495575222,18.57433628318584,-0.5,0.1,-0.4,-0.1433805309734513,-9.443362831858407,-0.695575221238938,-10.138938053097345,-0.30000000000000004,1990.0,1992.0,3.0,0
Carmelo Anthony,1985.0,976.0,976.0,35334.0,8616.0,19072.0,0.45176174496644295,1172.0,3387.0,0.3460289341600236,7444.0,15685.0,0.474593560726809,0.48248741610738255,5752.0,7075.0,0.8130035335689046,1742.0,4687.0,6429.0,3057.0,1030.0,471.0,2725.0,2833.0,24156.0,20.884657836644593,0.544421906693712,0.17759018456375839,0.3709626677852349,5.63191543555782,15.083208807380991,10.356486670062829,16.228383426727795,1.48604460293202,1.046414218599649,10.955000849040584,31.435472915605366,65.2,31.900000000000002,97.10000000000002,0.1318847568913794,2.4665987434199357,-1.193439746419879,1.294000113205411,29.400000000000002,2004.0,2017.0,14.0,0
Caron Butler,1981.0,881.0,732.0,28333.0,4596.0,10592.0,0.43391238670694865,746.0,2144.0,0.34794776119402987,3850.0,8448.0,0.4557291666666667,0.46912764350453173,2492.0,2942.0,0.8470428280081577,1103.0,3284.0,4387.0,2007.0,1163.0,216.0,1594.0,2129.0,12430.0,15.038820456711257,0.5228629501753252,0.20241691842900303,0.2777567975830816,4.433046271132602,13.618861398369393,8.940871069071399,12.241019306109484,2.169586701020012,0.6025165001941198,11.665379592701091,21.671122013200158,26.5,24.300000000000004,50.89999999999999,0.08632170966717256,0.27879857410087194,-0.0666396075247944,0.23167331380369188,15.999999999999998,2003.0,2016.0,14.0,0
Carrick Felix,1991.0,7.0,0.0,38.0,7.0,14.0,0.5,2.0,5.0,0.4,5.0,9.0,0.5555555555555556,0.5714285714285714,3.0,4.0,0.75,1.0,5.0,6.0,4.0,0.0,0.0,4.0,4.0,19.0,13.3,0.6027918781725888,0.35714285714285715,0.2857142857142857,2.9,15.1,8.9,18.2,0.0,0.0,20.2,23.2,0.0,0.0,0.0,0.056999999999999995,-1.1,-3.5,-4.7,0.0,2014.0,2014.0,1.0,0
Cartier Martin,1985.0,243.0,15.0,3351.0,430.0,1098.0,0.39162112932604737,218.0,586.0,0.3720136518771331,212.0,512.0,0.4140625,0.49089253187613846,151.0,207.0,0.7294685990338164,88.0,375.0,463.0,121.0,97.0,27.0,128.0,317.0,1229.0,10.122948373619815,0.5167860867225081,0.5336976320582878,0.1885245901639344,2.9415696806923304,12.849418084153982,7.8705461056401065,5.686302596239928,1.492539540435691,0.6189794091316024,9.675320799761264,17.72312742464936,1.0,2.8000000000000003,3.8,0.05359773202029245,-1.4943897344076396,-1.8647269471799461,-3.3771411518949566,-1.3,2009.0,2015.0,7.0,0
Casey Jacobsen,1982.0,287.0,14.0,5320.0,476.0,1210.0,0.3933884297520661,209.0,594.0,0.35185185185185186,267.0,616.0,0.43344155844155846,0.4797520661157025,327.0,425.0,0.7694117647058824,118.0,398.0,516.0,304.0,121.0,24.0,210.0,372.0,1488.0,9.22595864661654,0.5325697924123121,0.4909090909090909,0.3512396694214876,2.4873684210526315,8.604097744360903,5.528834586466166,8.74233082706767,1.2153947368421052,0.3353571428571429,13.124436090225563,13.616165413533835,4.3,1.9,6.2,0.055992105263157885,-0.9803383458646616,-1.3413345864661654,-2.331954887218045,-0.5,2003.0,2008.0,6.0,0
Casey Shaw,1976.0,9.0,0.0,14.0,1.0,8.0,0.125,0.0,0.0,0.0,1.0,8.0,0.125,0.125,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,-14.9,0.125,0.0,0.0,24.4,0.0,12.5,0.0,0.0,0.0,20.0,32.4,-0.1,0.0,-0.1,-0.49799999999999994,-18.0,-9.7,-27.8,-0.1,1999.0,1999.0,1.0,0
